正面 (Word),背面释义 (Definition),例句 (Sentence),词根/助记 (Mnemonic),难度标签 (Tag)
relatively,adv. 相当地；相对地，比较地,待补充,待补充,高考英语词汇
relativity,n. 相对论；相关性；相对性,待补充,待补充,高考英语词汇
relax,"vi. 放松，休息；松懈，松弛；变从容；休养
vt. 放松；使休息；使松弛；缓和；使松懈",待补充,待补充,高考英语词汇
relaxation,n. 放松；缓和；消遣,待补充,待补充,高考英语词汇
release,"n. 释放；发布；让与
vt. 释放；发射；让与；允许发表",待补充,待补充,高考英语词汇
relevant,adj. 相关的；切题的；中肯的；有重大关系的；有意义的，目的明确的,待补充,待补充,高考英语词汇
reliable,"n. 可靠的人
adj. 可靠的；可信赖的",待补充,待补充,高考英语词汇
relief,n. 救济；减轻，解除；安慰；浮雕,待补充,待补充,高考英语词汇
relieve,vt. 解除，减轻；使不单调乏味；换…的班；解围；使放心,待补充,待补充,高考英语词汇
religion,n. 宗教；宗教信仰,待补充,待补充,高考英语词汇
religious,"n. 修道士；尼姑
adj. 宗教的；虔诚的；严谨的；修道的",待补充,待补充,高考英语词汇
reluctant,adj. 不情愿的；勉强的；顽抗的,待补充,待补充,高考英语词汇
rely,vi. 依靠；信赖,待补充,待补充,高考英语词汇
remain,"n. 遗迹；剩余物，残骸
vi. 保持；依然；留下；剩余；逗留；残存",待补充,待补充,高考英语词汇
remark,"n. 注意；言辞
vt. 评论；觉察
vi. 谈论",待补充,待补充,高考英语词汇
remarkable,adj. 卓越的；非凡的；值得注意的,待补充,待补充,高考英语词汇
remember,"vi. 记得，记起
vt. 记得；牢记；纪念；代…问好",待补充,待补充,高考英语词汇
remind,vt. 提醒；使想起,待补充,待补充,高考英语词汇
reminder,n. 暗示；提醒的人/物；催单,待补充,待补充,高考英语词汇
remote,"n. 远程
adj. 遥远的；偏僻的；疏远的",待补充,待补充,高考英语词汇
remove,"n. 移动；距离；搬家
vt. 移动，迁移；开除；调动
vi. 移动，迁移；搬家",待补充,待补充,高考英语词汇
renew,"vt. 使更新；续借；续费；复兴；重申
vi. 更新；重新开始",待补充,待补充,高考英语词汇
rent,"n. 租金
vt. 出租；租用；租借
vi. 租；出租",待补充,待补充,高考英语词汇
repair,"n. 修理，修补；修补部位
vt. 修理；恢复；补救，纠正
vi. 修理；修复",待补充,待补充,高考英语词汇
repeat,"n. 重复；副本
vi. 重做；重复发生
vt. 重复；复制；背诵",待补充,待补充,高考英语词汇
repeated,"adj. 再三的，反复的
v. 重复；复述（repeat的过去分词）",待补充,待补充,高考英语词汇
replace,vt. 取代，代替；替换，更换；归还，偿还；把…放回原处,待补充,待补充,高考英语词汇
reply,"n. 回答； 答辩
vt. 回答；答复
vi. 回答； 答辩；回击",待补充,待补充,高考英语词汇
report,"n. 报告；报道；成绩单
vt. 报告；报导；使报到
vi. 报告；报到；写报导",待补充,待补充,高考英语词汇
reporter,n. 记者,待补充,待补充,高考英语词汇
