正面 (Word),背面释义 (Definition),例句 (Sentence),词根/助记 (Mnemonic),难度标签 (Tag)
result,"n. 结果；成绩；答案；比赛结果
vi. 结果；导致；产生",待补充,待补充,高考英语词汇
retire,"n. 退休；退隐；退兵信号
vi. 退休；撤退；退却
vt. 退休；离开；收回",待补充,待补充,高考英语词汇
return,"vi. 返回；报答
adj. 报答的；回程的；返回的
vt. 返回；报答
n. 返回；归还；回球",待补充,待补充,高考英语词汇
reunite,"vi. 重聚；再结合；再联合
vt. 使重聚；使再结合；使再联合",待补充,待补充,高考英语词汇
reveal,"n. 揭露；暴露；门侧，窗侧
vt. 显示；透露；揭露；泄露",待补充,待补充,高考英语词汇
revenge,"n. 报复；复仇
vt. 报复；替…报仇；洗雪
vi. 报仇；雪耻",待补充,待补充,高考英语词汇
reverse,"n. 背面；相反；倒退；失败
adj. 反面的；颠倒的；反身的
vt. 颠倒；倒转
vi. 倒退；逆叫",待补充,待补充,高考英语词汇
review,"n. 回顾；复习；评论；检讨；检阅
vt. 回顾；检查；复审
vi. 回顾；复习功课；写评论",待补充,待补充,高考英语词汇
revise,"n. 修订；校订
vi. 修订；校订；复习功课
vt. 修正；复习；校订",待补充,待补充,高考英语词汇
revision,n.  修正；复习；修订本,待补充,待补充,高考英语词汇
revolution,n. 革命；旋转；运行；循环,待补充,待补充,高考英语词汇
revolutionary,"n. 革命者
adj. 革命的；旋转的；大变革的",待补充,待补充,高考英语词汇
reward,"n.  报酬；报答；酬谢
vt.  奖励；奖赏",待补充,待补充,高考英语词汇
rewrite,"n. 重写或改写的文稿；改写的作品
vt. 改写；重写
vi. 改写；重写",待补充,待补充,高考英语词汇
rhythm,n. 节奏；韵律,待补充,待补充,高考英语词汇
rice,"n. 稻；米饭
vt. 把…捣成米糊状",待补充,待补充,高考英语词汇
rich,"adj. 富有的；肥沃的；昂贵的
adj. 油腻的，含有很多脂肪",待补充,待补充,高考英语词汇
rid,vt. 使摆脱；使去掉,待补充,待补充,高考英语词汇
ride,"n. 骑；乘坐；交通工具；可供骑行的路；（乘坐汽车等的）旅行；乘骑；（乘车或骑车的）短途旅程；供乘骑的游乐设施
vi. 骑马；乘车；依靠；漂浮
vt. 骑；乘；控制；（骑马、自行车等）穿越；搭乘；飘浮",待补充,待补充,高考英语词汇
rider,n. 骑手；附文；扶手,待补充,待补充,高考英语词汇
ridiculous,adj. 可笑的；荒谬的,待补充,待补充,高考英语词汇
rifle,"n. 步枪；来复枪
vt. 用步枪射击；抢夺；偷走",待补充,待补充,高考英语词汇
right,"n. 正确；右边；正义
adj. 正确的；直接的；右方的
vt. 纠正
adv. 正确地；恰当地；彻底地
vi. 复正；恢复平稳",待补充,待补充,高考英语词汇
ring,"n. 戒指；铃声，钟声；拳击场；环形物
vi. 按铃；敲钟；回响；成环形
vt. 按铃；包围；敲钟；套住",待补充,待补充,高考英语词汇
ripe,"adj. 熟的，成熟的；时机成熟的
vt. 搜查；调查
vi. 进行搜查",待补充,待补充,高考英语词汇
rise,"n. 上升；高地；增加；出现
vt. 使…飞起；使…浮上水面
vi. 上升；增强；起立；高耸",待补充,待补充,高考英语词汇
risk,"n. 风险；危险；冒险
vt. 冒…的危险",待补充,待补充,高考英语词汇
river,n. 河，江,待补充,待补充,高考英语词汇
road,"n. 公路，马路；道路；手段
adj. （美）巡回的
vt. （狗）沿臭迹追逐（猎物）",待补充,待补充,高考英语词汇
roar,"n. 咆哮；吼；轰鸣
vi. 咆哮；吼叫；喧闹
vt. 咆哮；呼喊；使……轰鸣",待补充,待补充,高考英语词汇
