正面 (Word),背面释义 (Definition),例句 (Sentence),词根/助记 (Mnemonic),难度标签 (Tag)
shine,"vt. 照射，擦亮；把…的光投向；（口）通过擦拭使…变得有光泽或光
vi. 发出光；反射光，闪耀；出类拔萃，表现突出；露出；照耀；显露；出众
n. 光亮，光泽；好天气；擦亮；晴天；擦皮鞋；鬼把戏或诡计",待补充,待补充,高考英语词汇
ship,"n. 船；舰；太空船
vt. 运送，乘船；以船运送
vi. 上船；乘船旅行；当船员",待补充,待补充,高考英语词汇
shirt,n. 衬衫；汗衫，内衣,待补充,待补充,高考英语词汇
shock,"n. 休克；震惊；震动；打击；禾束堆
adj. 浓密的；蓬乱的
vt. 使休克；使震惊；使震动；使受电击；把…堆成禾束堆
vi. 感到震惊；受到震动；堆成禾束堆",待补充,待补充,高考英语词汇
shoe,"n. 鞋；蹄铁；外胎
vt. 给……穿上鞋；穿……鞋",待补充,待补充,高考英语词汇
shoot,"n. 射击；摄影；狩猎；急流
vt. 射击，射中；拍摄；发芽；使爆炸；给…注射
vi. 射击；发芽；拍电影",待补充,待补充,高考英语词汇
shop,"n. 商店；店铺
vt. 购物
vi. 购物；买东西",待补充,待补充,高考英语词汇
shopkeeper,n. 店主，老板,待补充,待补充,高考英语词汇
shopper,n. 购物者；顾客,待补充,待补充,高考英语词汇
shore,"n. 海滨；支柱
vt. 支撑，使稳住；用支柱撑住",待补充,待补充,高考英语词汇
short,"n. 短；缺乏；短路；短裤
adj. 短的；不足的；矮的，低的
adv. 不足；突然；唐突地",待补充,待补充,高考英语词汇
shortage,n. 缺乏，缺少；不足,待补充,待补充,高考英语词汇
shortcoming,n. 缺点；短处,待补充,待补充,高考英语词汇
shortcut,n. 捷径；被切短的东西,待补充,待补充,高考英语词汇
shorten,"vt. 缩短；减少；变短
vi. 缩短；变短",待补充,待补充,高考英语词汇
shortly,adv. 立刻；简短地；唐突地,待补充,待补充,高考英语词汇
shortsighted,adj. 目光短浅的；近视的,待补充,待补充,高考英语词汇
shot,"n. 发射；炮弹；射手；镜头
v. 射击（shoot的过去式和过去分词）
adj. 用尽的；破旧的；杂色的，闪光的",待补充,待补充,高考英语词汇
should,aux. 应该；就；可能；将要,待补充,待补充,高考英语词汇
shoulder,"n. 肩，肩膀；肩部
vi. 用肩推挤，用肩顶
vt. 肩负，承担",待补充,待补充,高考英语词汇
shout,"n. 呼喊；呼叫
vi. 呼喊；喊叫；大声说
vt. 呼喊；大声说",待补充,待补充,高考英语词汇
show,"n. 显示；表演；炫耀
vt. 显示；说明；演出；展出
vi. 显示；说明；指示",待补充,待补充,高考英语词汇
shower,"n. 淋浴；（倾泻般出现的）一阵，一大批；阵雨
vt. 大量地给予；把……弄湿
vi. 淋浴；下阵雨",待补充,待补充,高考英语词汇
shrink,"vi. 收缩；畏缩
n. 收缩；畏缩；<俚>精神病学家
vt. 使缩小，使收缩",待补充,待补充,高考英语词汇
shut,"n. 关闭
adj. 关闭的；围绕的
vi. 关上；停止营业
vt. 关闭；停业；幽禁",待补充,待补充,高考英语词汇
shy,"n. 投掷；惊跳
adj. 害羞的；畏缩的，胆怯的
vi. 投；畏缩；惊退；厌恶
vt. 投；乱掷",待补充,待补充,高考英语词汇
sick,"adj. 厌恶的；病态的；不舒服；渴望的；恶心的 ；生病的
n. 病人
vt. 使狗去咬；呕吐；追击",待补充,待补充,高考英语词汇
sickness,n. 疾病；呕吐；弊病,待补充,待补充,高考英语词汇
side,"n. 方面；侧面；旁边
adj. 旁的，侧的
vt. 同意，支持
vi. 支持；赞助；偏袒",待补充,待补充,高考英语词汇
sidewalk,n. 人行道,待补充,待补充,高考英语词汇
