正面 (Word),背面释义 (Definition),例句 (Sentence),词根/助记 (Mnemonic),难度标签 (Tag)
sigh,"n. 叹息，叹气
vt. 叹息，叹气
vi. 叹息，叹气",待补充,待补充,高考英语词汇
sight,"n. 视力；景象；眼界；见解
adj. 见票即付的；即席的
vt. 看见；瞄准
vi. 瞄准；观看",待补充,待补充,高考英语词汇
sightseeing,"n. 观光；游览
v. 观光（sightsee的ing形式）；游览
adj. 观光的；游览的",待补充,待补充,高考英语词汇
sign,"n. 迹象；符号；记号；手势；指示牌
vt. 签署；示意
vi. 签署；签名",待补充,待补充,高考英语词汇
signal,"n. 信号；暗号；导火线
adj. 显著的；作为信号的
vt. 标志；用信号通知；表示
vi. 发信号",待补充,待补充,高考英语词汇
signature,n. 署名；签名；信号,待补充,待补充,高考英语词汇
significance,n. 意义；重要性；意思,待补充,待补充,高考英语词汇
silence,"n. 沉默；寂静；缄默；不谈；无声状态
vt. 使沉默；使安静；压制；消除噪音
int. 安静！；别作声！",待补充,待补充,高考英语词汇
silent,"n. 无声电影
adj. 沉默的；寂静的；无记载的",待补充,待补充,高考英语词汇
silk,"n. 丝绸；蚕丝；丝织物
adj. 丝的；丝绸的；丝制的
vi. （玉米）处于长须的阶段中",待补充,待补充,高考英语词汇
silly,"n. 傻瓜
adj. 愚蠢的；不明事理的；没头脑的",待补充,待补充,高考英语词汇
silver,"n. 银；银器；银币；银质奖章；餐具；银灰色
adj. 银的；含银的；有银色光泽的；口才流利的；第二十五周年的婚姻
vt. 镀银；使有银色光泽
vi. 变成银色",待补充,待补充,高考英语词汇
similar,"n. 类似物
adj. 相似的",待补充,待补充,高考英语词汇
simple,"n. 笨蛋；愚蠢的行为；出身低微者
adj. 简单的；单纯的；天真的",待补充,待补充,高考英语词汇
simplify,vt. 简化；使单纯；使简易,待补充,待补充,高考英语词汇
simply,adv. 简单地；仅仅；简直；朴素地；坦白地,待补充,待补充,高考英语词汇
since,"conj. 因为；由于；既然；自…以来；自…以后
prep. 自…以来；自…以后
adv. 后来",待补充,待补充,高考英语词汇
sincere,adj. 真诚的；诚挚的；真实的,待补充,待补充,高考英语词汇
sing,"n. 演唱；鸣声；呼啸声
vt. 唱；用诗赞颂；唱着使
vi. 唱歌；歌颂；鸣叫；呼号",待补充,待补充,高考英语词汇
singer,n. 歌手，歌唱家,待补充,待补充,高考英语词汇
single,"n. 一个；单打；单程票
adj. 单一的；单身的；单程的
vt. 选出
vi. 击出一垒安打",待补充,待补充,高考英语词汇
sink,"n. 水槽；洗涤槽；污水坑
vi. 下沉；消沉；渗透
vt. 使下沉；挖掘；使低落",待补充,待补充,高考英语词汇
sir,n. 先生；（用于姓名前）爵士；阁下；（中小学生对男教师的称呼）先生；老师,待补充,待补充,高考英语词汇
sister,"n. 姐妹；（称志同道合者）姐妹；修女；护士
adj. 姐妹般的；同类型的",待补充,待补充,高考英语词汇
sit,"vi. 坐；位于
vt. 使就座",待补充,待补充,高考英语词汇
site,"n. 地点；位置；场所
vt. 设置；为…选址",待补充,待补充,高考英语词汇
situation,n. 情况；形势；处境；位置,待补充,待补充,高考英语词汇
size,"n. 大小；尺寸
adj. 一定尺寸的
vt. 依大小排列
vi. 可比拟",待补充,待补充,高考英语词汇
skate,"n. 溜冰；冰鞋
vi. 滑冰；滑过",待补充,待补充,高考英语词汇
ski,"n. 滑雪橇
vi. 滑雪
adj. 滑雪（用）的",待补充,待补充,高考英语词汇
