正面 (Word),背面释义 (Definition),例句 (Sentence),词根/助记 (Mnemonic),难度标签 (Tag)
checkout,n. 检验；签出；结账台；检出,待补充,待补充,高考英语词汇
cheek,"n. 面颊，脸颊；臀部
vt. 无礼地向…讲话，对…大胆无礼",待补充,待补充,高考英语词汇
cheer,"n. 欢呼；愉快；心情；令人愉快的事
vt. 欢呼；使高兴；为…加油
vi. 欢呼；感到高兴",待补充,待补充,高考英语词汇
cheerful,adj. 快乐的；愉快的；高兴的,待补充,待补充,高考英语词汇
cheese,"n.  奶酪；干酪；要人
adj. 叛变的；胆小的
vt. 停止",待补充,待补充,高考英语词汇
chemical,"n. 化学制品，化学药品
adj. 化学的",待补充,待补充,高考英语词汇
chemist,n. 化学家；化学工作者；药剂师；炼金术士,待补充,待补充,高考英语词汇
chemistry,n. 化学；化学过程,待补充,待补充,高考英语词汇
cheque,n. 支票,待补充,待补充,高考英语词汇
chess,n. 国际象棋，西洋棋,待补充,待补充,高考英语词汇
chest,n. 胸，胸部；衣柜；箱子；金库,待补充,待补充,高考英语词汇
chew,"n. 咀嚼；咀嚼物
vi. 细想，深思
vt. 嚼碎，咀嚼",待补充,待补充,高考英语词汇
chicken,"n. 鸡肉；小鸡；胆小鬼，懦夫
adj. 鸡肉的；胆怯的；幼小的",待补充,待补充,高考英语词汇
chief,"n. 首领；酋长；主要部分
adj. 首席的；主要的；主任的
adv. 主要地；首要地",待补充,待补充,高考英语词汇
child,n. 儿童，小孩，孩子；产物；子孙；幼稚的人；弟子,待补充,待补充,高考英语词汇
childbirth,n. 分娩,待补充,待补充,高考英语词汇
childhood,n. 童年时期；幼年时代,待补充,待补充,高考英语词汇
childish,adj. 幼稚的，孩子气的,待补充,待补充,高考英语词汇
chill,"n. 寒冷；寒意；寒心
vt. 冷冻，冷藏；使寒心；使感到冷
adj. 寒冷的；冷漠的；扫兴的
vi. 冷藏；变冷",待补充,待补充,高考英语词汇
chimney,n. 烟囱,待补充,待补充,高考英语词汇
china,待补充释义,待补充,待补充,高考英语词汇
chip,"n.  芯片；筹码；碎片；(食物的) 小片; 薄片
vt. 削，凿；削成碎片
vi. 剥落；碎裂",待补充,待补充,高考英语词汇
chocolate,"n. 巧克力，巧克力糖；巧克力色
adj. 巧克力色的；巧克力口味的",待补充,待补充,高考英语词汇
choice,"n. 选择；选择权；精选品
adj. 精选的；仔细推敲的",待补充,待补充,高考英语词汇
choose,"vt. 选择，决定
vi. 选择，挑选",待补充,待补充,高考英语词汇
chop,"n. 砍；排骨；商标；削球
(俚)丑人
vt. 剁碎；砍",待补充,待补充,高考英语词汇
chopsticks,n. 筷子,待补充,待补充,高考英语词汇
Christian,"n. 基督徒，信徒
adj. 基督教的；信基督教的",待补充,待补充,高考英语词汇
Christmas,n. 圣诞节；圣诞节期间,待补充,待补充,高考英语词汇
church,"n. 教堂；礼拜；教派
adj. 教会的；礼拜的
vt. 领…到教堂接受宗教仪式",待补充,待补充,高考英语词汇
