正面 (Word),背面释义 (Definition),例句 (Sentence),词根/助记 (Mnemonic),难度标签 (Tag)
snack,"n. 小吃，快餐；一份，部分
vi. 吃快餐，吃点心",待补充,待补充,高考英语词汇
snake,"n. 蛇；阴险的人
vt. 拉（木材等）；迂回前进
vi. 迂回前进",待补充,待补充,高考英语词汇
sneeze,"n. 喷嚏
vi. 打喷嚏",待补充,待补充,高考英语词汇
snow,"n. 雪，积雪；下雪
vt. 使纷纷落下；使变白
vi. 降雪",待补充,待补充,高考英语词汇
so,"conj. 所以；因此
adv. 如此，这么；确是如此
pron. 这样",待补充,待补充,高考英语词汇
soap,"n. 肥皂
vt. 将肥皂涂在……上；对……拍马屁（俚语）
vi. 用肥皂擦洗",待补充,待补充,高考英语词汇
soccer,n. 英式足球，足球,待补充,待补充,高考英语词汇
sociable,"n. 联谊会
adj. 社交的；好交际的；友善的",待补充,待补充,高考英语词汇
social,"n. 联谊会；联欢会
adj. 社会的，社交的；群居的",待补充,待补充,高考英语词汇
society,n. 社会；交往；社团；社交界,待补充,待补充,高考英语词汇
sock,"vt. 重击；给……穿袜
n. 短袜；一击
adv. 正着地；不偏不倚地
adj. 非常成功的",待补充,待补充,高考英语词汇
sofa,n. 沙发；长椅,待补充,待补充,高考英语词汇
soft,"n. 柔性；柔软的东西；柔软部分
adj. 软的，柔软的；温柔的，温和的；软弱的；笨的
adv. 柔软地；温和地",待补充,待补充,高考英语词汇
software,n. 软件,待补充,待补充,高考英语词汇
soil,"n. 土地；土壤；国家；粪便；务农；温床
vt. 弄脏；污辱
vi. 变脏",待补充,待补充,高考英语词汇
solar,"n. 日光浴室
adj. 太阳的；日光的；利用太阳光的；与太阳相关的",待补充,待补充,高考英语词汇
soldier,"n. 军人； 兵蚁；懒汉；一片烤面包
vi. 当兵；磨洋工；坚持干；假称害病",待补充,待补充,高考英语词汇
solid,"n. 固体；立方体
adj. 固体的；可靠的；立体的；结实的；一致的",待补充,待补充,高考英语词汇
solution,n. 解决方案；溶液；溶解；解答,待补充,待补充,高考英语词汇
solve,"vt. 解决；解答；溶解
vi. 作解答",待补充,待补充,高考英语词汇
some,"adj. 一些；某个；大约；相当多的
pron. 一些；若干；其中的一部分；（数量不确切时用）有些人
adv. 非常；相当；<美>稍微",待补充,待补充,高考英语词汇
somebody,"n. 大人物；重要人物
pron. 有人；某人",待补充,待补充,高考英语词汇
somehow,adv. 以某种方法；莫名其妙地,待补充,待补充,高考英语词汇
someone,pron. 有人，某人,待补充,待补充,高考英语词汇
something,"n. 重要的人；值得重视的事
adj. 大约；有点象
adv. 非常；有点；大约
pron. 某事；某物",待补充,待补充,高考英语词汇
sometime,"adj. 以前的；某一时间的
adv. 改天；来日；在某一时候",待补充,待补充,高考英语词汇
sometimes,adv. 有时，间或,待补充,待补充,高考英语词汇
somewhere,"n. 某个地方
adv. 在某处；到某处",待补充,待补充,高考英语词汇
son,n. 儿子；孩子（对年轻人的称呼）；男性后裔,待补充,待补充,高考英语词汇
song,n. 歌曲；歌唱；诗歌；鸣声,待补充,待补充,高考英语词汇
