正面 (Word),背面释义 (Definition),例句 (Sentence),词根/助记 (Mnemonic),难度标签 (Tag)
saving,"n. 节约；挽救；存款
prep. 考虑到；除...之外
adj. 节约的；挽救的；补偿的；保留的",待补充,待补充,高考英语词汇
say,"vt. 讲；说明；例如；声称；假设；指明
vi. 讲；表示；念；假定；背诵",待补充,待补充,高考英语词汇
saying,"n. 话；谚语；言论
v. 说（say的ing形式）",待补充,待补充,高考英语词汇
scale,"n. 规模；比例；鳞；刻度；天平；数值范围
vt. 测量；攀登；刮鳞；依比例决定
vi. 衡量；攀登；剥落；生水垢",待补充,待补充,高考英语词汇
scan,"n. 扫描；浏览；审视；细看
vt. 扫描；浏览；细看；详细调查；标出格律
vi. 扫描；扫掠",待补充,待补充,高考英语词汇
scarce,"adj. 缺乏的，不足的；稀有的
adv. 仅仅；几乎不；几乎没有",待补充,待补充,高考英语词汇
scarcely,adv. 几乎不，简直不；简直没有,待补充,待补充,高考英语词汇
scare,"n. 恐慌；惊吓；惊恐
vt. 惊吓；把…吓跑
adj. （美）骇人的
vi. 受惊",待补充,待补充,高考英语词汇
scarf,"n. 围巾；嵌接，嵌接处；头巾领巾
vt. 披嵌接；用围巾围",待补充,待补充,高考英语词汇
scene,n. 场面；情景；景象；事件,待补充,待补充,高考英语词汇
scenery,n. 风景；景色；舞台布景,待补充,待补充,高考英语词汇
schedule,"n. 时间表；计划表；一览表
vt. 安排，计划；编制目录；将……列入计划表",待补充,待补充,高考英语词汇
scholar,n. 学者；奖学金获得者,待补充,待补充,高考英语词汇
scholarship,n. 奖学金；学识，学问,待补充,待补充,高考英语词汇
school,"n. 学校；学院；学派；鱼群
vt. 教育",待补充,待补充,高考英语词汇
schoolboy,n. 男学生；学童,待补充,待补充,高考英语词汇
schoolhouse,n. 校舍,待补充,待补充,高考英语词汇
science,n. 科学；技术；学科；理科,待补充,待补充,高考英语词汇
scientific,adj. 科学的，系统的,待补充,待补充,高考英语词汇
scientist,n. 科学家,待补充,待补充,高考英语词汇
scissors,"n. 剪刀；剪式跳法
v. 剪开；删除（scissor的第三人称单数）",待补充,待补充,高考英语词汇
scold,"n. 责骂；爱责骂的人
vt. 骂；责骂
vi. 责骂；叱责",待补充,待补充,高考英语词汇
score,"n. 分数；二十；配乐；刻痕
vt. 获得；评价；划线，刻划；把…记下
vi. 得分；记分；刻痕",待补充,待补充,高考英语词汇
scratch,"n. 擦伤；抓痕；刮擦声；乱写
adj. 打草稿用的；凑合的；碰巧的
vt. 抓；刮；挖出；乱涂
vi. 抓；搔；发刮擦声；勉强糊口；退出比赛",待补充,待补充,高考英语词汇
scream,"n. 尖叫声；尖锐刺耳的声音；极其滑稽可笑的人
vi. 尖叫；呼啸；发出尖锐刺耳的声音；令人触目惊心
vt. 尖声喊叫；大叫大嚷着要求",待补充,待补充,高考英语词汇
screen,"n. 屏，幕；屏风
vt. 筛；拍摄；放映；掩蔽
vi. 拍电影",待补充,待补充,高考英语词汇
scrub,"n. 矮树；洗擦；擦洗者；矮小的人（或物）
vt. 用力擦洗；使净化
vi. 擦洗；进行手臂消毒
adj. 矮小的；临时凑合的；次等的",待补充,待补充,高考英语词汇
sea,n. 海；海洋；许多；大量,待补充,待补充,高考英语词汇
seafood,n. 海鲜；海味；海产食品,待补充,待补充,高考英语词汇
seal,"n. 密封；印章；海豹；封条；标志
vt. 密封；盖章
vi. 猎海豹",待补充,待补充,高考英语词汇
