正面 (Word),背面释义 (Definition),例句 (Sentence),词根/助记 (Mnemonic),难度标签 (Tag)
cart,"n. 二轮运货马车
vt. 用车装载
vi. 驾运货马车；用运货车运送",待补充,待补充,高考英语词汇
cartoon,"n. 卡通片， 动画片；连环漫画
vt. 为…画漫画
vi. 画漫画",待补充,待补充,高考英语词汇
case,"n. 情况；实例；箱
vt. 包围；把…装于容器中",待补充,待补充,高考英语词汇
cash,"n. 现款，现金
vt. 将…兑现；支付现款",待补充,待补充,高考英语词汇
cashier,"n. 出纳员；司库；收银员
vt. 解雇；抛弃",待补充,待补充,高考英语词汇
cassette,n. 盒式磁带；暗盒；珠宝箱；片匣,待补充,待补充,高考英语词汇
cast,"n. 投掷，抛；铸件， 铸型；演员阵容；脱落物
vt. 投，抛；计算；浇铸；投射（光、影、视线等）
vi. 投，抛垂钓鱼钩；计算，把几个数字加起来",待补充,待补充,高考英语词汇
castle,"n. 城堡；象棋中的车
vt. 置…于城堡中；筑城堡防御",待补充,待补充,高考英语词汇
casual,"n. 便装；临时工人；待命士兵
adj. 随便的；非正式的；临时的；偶然的",待补充,待补充,高考英语词汇
cat,n. 猫，猫科动物,待补充,待补充,高考英语词汇
catalog,"n.  目录；登记
vt. 登记；为…编目录
vi. 编目录；按确定价格收入目录（等于catalogue）",待补充,待补充,高考英语词汇
catalogue,"n. 目录；（美）大学情况一览
vt. 把…编入目录",待补充,待补充,高考英语词汇
catch,"n. 捕捉；捕获物；窗钩
vt. 赶上；抓住；感染；了解
vi. 赶上；抓住",待补充,待补充,高考英语词汇
cattle,n. 牛；牲畜（骂人的话）；家畜；无价值的人,待补充,待补充,高考英语词汇
cause,"n. 原因；事业；目标
vt. 引起；使遭受",待补充,待补充,高考英语词汇
cave,"n. 洞穴，窑洞
vi. 凹陷，塌落；投降
vt. 使凹陷，使塌落；在…挖洞穴",待补充,待补充,高考英语词汇
CD,abbr. 光盘，激光唱片（Compact Disc）；呼叫设备（Calling Device）；中央地区（Central District）；商务部（Commerce Department）,待补充,待补充,高考英语词汇
compact,"n. 合同，契约；小粉盒
adj. 紧凑的，紧密的；简洁的
vt. 使简洁；使紧密结合",待补充,待补充,高考英语词汇
cease,"n. 停止
vi. 停止；终了
vt. 停止；结束",待补充,待补充,高考英语词汇
ceiling,n. 天花板；上限,待补充,待补充,高考英语词汇
celebrate,"vt. 庆祝；举行；赞美；祝贺；宣告
vi. 庆祝；过节；举行宗教仪式",待补充,待补充,高考英语词汇
cell,"n. 细胞；电池；蜂房的巢室；单人小室
vi. 住在牢房或小室中",待补充,待补充,高考英语词汇
cement,"n. 水泥；接合剂
vt. 巩固，加强；用水泥涂；接合
vi. 粘牢",待补充,待补充,高考英语词汇
cemetery,n. 墓地；公墓,待补充,待补充,高考英语词汇
cent,n. 分；一分的硬币；森特（等于半音程的百分之一）,待补充,待补充,高考英语词汇
centigrade,adj. 摄氏的； 摄氏温度的；百分度的,待补充,待补充,高考英语词汇
centimetre,n. 厘米；公分,待补充,待补充,高考英语词汇
centimeter,n.  厘米； 公分,待补充,待补充,高考英语词汇
central,"n. 电话总机
adj. 中心的；主要的；中枢的",待补充,待补充,高考英语词汇
centre,"n. 中心
adj. 中央的
vt. 集中；将…放在中央
vi. 以…为中心",待补充,待补充,高考英语词汇
