正面 (Word),背面释义 (Definition),例句 (Sentence),词根/助记 (Mnemonic),难度标签 (Tag)
architect,"n. 建筑师
缔造者",待补充,待补充,高考英语词汇
architecture,n. 建筑学；建筑风格；建筑式样；架构,待补充,待补充,高考英语词汇
area,n. 区域，地区；面积；范围,待补充,待补充,高考英语词汇
argue,"vi. 争论，辩论；提出理由
vt. 辩论，争论；证明；说服",待补充,待补充,高考英语词汇
argument,n. 论证；论据；争吵；内容提要,待补充,待补充,高考英语词汇
arise,vi. 出现；上升；起立,待补充,待补充,高考英语词汇
arithmetic,n. 算术，算法,待补充,待补充,高考英语词汇
arm,"n. 手臂；武器；袖子；装备；部门
vt. 武装；备战
vi. 武装起来",待补充,待补充,高考英语词汇
army,n. 陆军，军队,待补充,待补充,高考英语词汇
around,"prep. 四处；在…周围
adv. 大约；到处；在附近",待补充,待补充,高考英语词汇
arouse,"vt. 引起；唤醒；鼓励
vi. 激发；醒来；发奋",待补充,待补充,高考英语词汇
arrange,"vi. 安排；排列；协商
vt. 安排；排列；整理",待补充,待补充,高考英语词汇
arrangement,n. 布置；整理；准备,待补充,待补充,高考英语词汇
arrest,"n. 逮捕；监禁
vt. 逮捕；阻止；吸引",待补充,待补充,高考英语词汇
arrival,n. 到来；到达；到达者,待补充,待补充,高考英语词汇
arrive,vi. 到达；成功；达成；出生,待补充,待补充,高考英语词汇
arrow,"n. 箭，箭头；箭状物；箭头记号
vt. 以箭头指示；箭一般地飞向",待补充,待补充,高考英语词汇
art,"n. 艺术；美术；艺术品
v. 是（be的变体）
adj. 艺术的；艺术品的",待补充,待补充,高考英语词汇
article,"n. 文章；物品；条款； 冠词
vt. 订约将…收为学徒或见习生；使…受协议条款的约束
vi. 签订协议；进行控告",待补充,待补充,高考英语词汇
artificial,adj. 人造的；仿造的；虚伪的；非原产地的；武断的,待补充,待补充,高考英语词汇
artist,n. 艺术家；美术家（尤指画家）；大师,待补充,待补充,高考英语词汇
as,"conj. 因为；随着；虽然；依照；当…时
prep. 如同；当作；以…的身份
adv. 同样地；和…一样的",待补充,待补充,高考英语词汇
ash,n. 灰；灰烬,待补充,待补充,高考英语词汇
ashamed,adj. 惭愧的，感到难为情的；耻于……的,待补充,待补充,高考英语词汇
aside,"prep. 在…旁边
n. 旁白；私语，悄悄话；离题的话
adv. 离开，撇开；在旁边",待补充,待补充,高考英语词汇
ask,"vt. 问，询问；要求；需要；邀请；讨价
vi. 问，询问；要求",待补充,待补充,高考英语词汇
asleep,"adj. 睡着的；麻木的；长眠的
adv. 熟睡地；进入睡眠状态",待补充,待补充,高考英语词汇
aspect,n. 方面；方向；形势；外貌,待补充,待补充,高考英语词汇
aspirin,n. 阿司匹林（解热镇痛药）,待补充,待补充,高考英语词汇
assemble,"vt. 集合，聚集；装配；收集
vi. 集合，聚集",待补充,待补充,高考英语词汇
