正面 (Word),背面释义 (Definition),例句 (Sentence),词根/助记 (Mnemonic),难度标签 (Tag)
bitter,"n. 苦味；苦啤酒
adj. 苦的；痛苦的；尖刻的；充满仇恨的
vt. 使变苦
adv. 激烈地；严寒刺骨地",待补充,待补充,高考英语词汇
black,"n. 黑色；黑人；黑颜料
adj. 黑色的；黑人的；邪恶的
vt. 使变黑；把鞋油等涂在…上；把（眼眶）打成青肿
vi. 变黑",待补充,待补充,高考英语词汇
blackboard,n. 黑板,待补充,待补充,高考英语词汇
blacksmith,n. 铁匠；锻工,待补充,待补充,高考英语词汇
blame,"n. 责备；责任；过失
vt. 责备；归咎于",待补充,待补充,高考英语词汇
blank,"n. 空白；空虚；空白表格
adj. 空白的；空虚的；单调的
vt. 使…无效；使…模糊；封锁
vi. 消失；成为空白",待补充,待补充,高考英语词汇
blanket,"n. 毛毯，毯子；毯状物，覆盖层
adj. 总括的，全体的；没有限制的
vt. 覆盖，掩盖；用毯覆盖",待补充,待补充,高考英语词汇
bleed,"vt. 使出血；榨取
vi. 流血；渗出；悲痛",待补充,待补充,高考英语词汇
blind,"n. 掩饰，借口；百叶窗
adj. 盲目的；瞎的
vt. 使失明；使失去理智
adv. 盲目地；看不见地",待补充,待补充,高考英语词汇
block,"n. 块；街区；大厦；障碍物
adj. 成批的，大块的；交通堵塞的
vt. 阻止；阻塞；限制；封盖",待补充,待补充,高考英语词汇
blood,"n. 血，血液；血统
vt. 从…抽血；使先取得经验",待补充,待补充,高考英语词汇
bloom,"n. 花；青春；旺盛
vt. 使开花；使茂盛
vi. 开花；茂盛",待补充,待补充,高考英语词汇
blouse,"n. 宽松的上衣；女装衬衫
vt. 使…宽松下垂
vi. 宽松下垂",待补充,待补充,高考英语词汇
blow,"n. 吹；打击；殴打
vt. 风吹
vi. 风吹；喘气",待补充,待补充,高考英语词汇
blue,"adj. 蓝色的；沮丧的，忧郁的；下流的
n. 蓝色；（美国海、陆、空三军穿的）蓝色制服；蓝颜料；布鲁斯（歌曲）（一种伤感的美国黑人民歌
vi. 变成蓝色，呈蓝色
vt. 把…染成蓝色；使成蓝色；给…用上蓝剂；用上蓝剂于",待补充,待补充,高考英语词汇
board,"n. 董事会；木板；甲板；膳食
vt. 上（飞机、车、船等）；用板盖上；给提供膳宿
vi. 寄宿",待补充,待补充,高考英语词汇
boast,"n. 自夸；值得夸耀的事物，引以为荣的事物
vi. 自吹自擂
vt. 夸口说，自吹自擂说；以有…而自豪",待补充,待补充,高考英语词汇
boat,"n. 小船；轮船
vi. 划船",待补充,待补充,高考英语词汇
body,"n. 身体；主体；大量；团体；主要部分
vt. 赋以形体",待补充,待补充,高考英语词汇
boil,"n. 沸腾，煮沸；疖子
vt. 煮沸，烧开；使…激动；使…蒸发
vi. 煮沸，沸腾；激动，激昂",待补充,待补充,高考英语词汇
bomb,"n. 炸弹
vt. 轰炸，投弹于
vi. 轰炸，投弹；失败",待补充,待补充,高考英语词汇
bone,"n. 骨；骨骼
vt. 剔去...的骨；施骨肥于
vi. 苦学；专心致志",待补充,待补充,高考英语词汇
book,"n. 书籍；卷；帐簿；名册；工作簿
vt. 预订；登记",待补充,待补充,高考英语词汇
booklet,n. 小册子,待补充,待补充,高考英语词汇
bookshop,n. 书店,待补充,待补充,高考英语词汇
boot,"n. 靴子；踢；汽车行李箱
vt. 引导；踢；解雇；使穿靴",待补充,待补充,高考英语词汇
border,"n. 边境；边界；国界
vt. 接近；与…接壤；在…上镶边
vi. 接界；近似",待补充,待补充,高考英语词汇
bore,"n. 孔；令人讨厌的人
vt. 钻孔；使烦扰
vi. 钻孔",待补充,待补充,高考英语词汇
born,"v. 出世（bear的过去分词）
adj. 天生的",待补充,待补充,高考英语词汇
borrow,"vt. 借；借用
vi. 借；借用；从其他语言中引入",待补充,待补充,高考英语词汇
