正面 (Word),背面释义 (Definition),例句 (Sentence),词根/助记 (Mnemonic),难度标签 (Tag)
league,"n. 联盟；社团；范畴
vt. 使…结盟；与…联合
vi. 团结；结盟",待补充,待补充,高考英语词汇
leak,"n. 泄漏；漏洞，裂缝
vt. 使渗漏，泄露
vi. 漏，渗；泄漏出去",待补充,待补充,高考英语词汇
lean,"vi. 倾斜；倚靠；倾向；依赖
adj. 瘦的；贫乏的，歉收的
vt. 使倾斜
n. 瘦肉；倾斜；倾斜度",待补充,待补充,高考英语词汇
leap,"vi. 跳，跳跃
n. 飞跃；跳跃
vt. 跳跃，跳过；使跃过",待补充,待补充,高考英语词汇
learn,"vt. 学习；得知；认识到
vi. 学习；获悉",待补充,待补充,高考英语词汇
learned,adj. 博学的；有学问的；学术上的,待补充,待补充,高考英语词汇
learner,n. 初学者，学习者,待补充,待补充,高考英语词汇
learning,"n. 学习；学问
v. 学习（learn的现在分词）",待补充,待补充,高考英语词汇
least,"adj. 最小的；最少的（little的最高级）
adv. 最小；最少
n. 最小；最少",待补充,待补充,高考英语词汇
leather,"n. 皮革；皮革制品
vt. 用皮革包盖；抽打
adj. 皮的；皮革制的",待补充,待补充,高考英语词汇
leave,"vt. 离开；留下；遗忘；委托
vi. 离开，出发；留下
n. 许可，同意；休假",待补充,待补充,高考英语词汇
lecture,"n. 演讲；讲稿；教训
vt. 演讲；训诫
vi. 讲课；讲演",待补充,待补充,高考英语词汇
lecturer,n. 讲师，演讲者,待补充,待补充,高考英语词汇
left,"adj. 左边的；左派的；剩下的
adv. 在左面
n. 左边；左派；激进分子
v. 离开（leave的过去式）",待补充,待补充,高考英语词汇
leg,n. 腿；支柱,待补充,待补充,高考英语词汇
legal,adj. 法律的；合法的；法定的；依照法律的,待补充,待补充,高考英语词汇
leisure,"n. 闲暇；空闲；安逸
adj. 空闲的；有闲的；业余的",待补充,待补充,高考英语词汇
lemon,"adj. 柠檬色的
n. 柠檬",待补充,待补充,高考英语词汇
lend,"vt. 贷；增添，提供；把……借给
vi. 贷款",待补充,待补充,高考英语词汇
length,n. 长度，长；时间的长短；（语）音长,待补充,待补充,高考英语词汇
less,"adv. 较少地；较小地；更小地
adj. 较少的；较小的
prep. 减去
n. 较少；较小",待补充,待补充,高考英语词汇
lesson,"n. 教训；课
vt. 教训；上课",待补充,待补充,高考英语词汇
let,"vt. 允许，让；出租；假设；妨碍
vi. 出租；被承包
n. 障碍；出租屋",待补充,待补充,高考英语词汇
letter,"n. 信；字母，文字；证书；文学，学问；字面意义
vt. 写字母于
vi. 写印刷体字母",待补充,待补充,高考英语词汇
level,"n. 水平；标准；水平面
adj. 水平的；平坦的；同高的
vi. 瞄准；拉平；变得平坦
vt. 使同等；对准；弄平",待补充,待补充,高考英语词汇
liberate,vt. 解放；放出；释放,待补充,待补充,高考英语词汇
liberty,n. 自由；许可；冒失,待补充,待补充,高考英语词汇
librarian,n. 图书馆员；图书管理员,待补充,待补充,高考英语词汇
library,n. 图书馆，藏书室；文库,待补充,待补充,高考英语词汇
licence,"n. 许可证，执照；特许
vt. 特许，许可；发给执照",待补充,待补充,高考英语词汇
