正面 (Word),背面释义 (Definition),例句 (Sentence),词根/助记 (Mnemonic),难度标签 (Tag)
spend,"n. 预算
vt. 度过，消磨（时光）；花费；浪费；用尽
vi. 花钱；用尽，耗尽",待补充,待补充,高考英语词汇
spider,n. 蜘蛛；设圈套者；三脚架,待补充,待补充,高考英语词汇
spin,"n. 旋转；疾驰
vi. 旋转；纺纱；吐丝；晕眩
vt. 使旋转；纺纱；编造；结网",待补充,待补充,高考英语词汇
spirit,"n. 精神；心灵；情绪；志气；烈酒
vt. 鼓励；鼓舞；诱拐",待补充,待补充,高考英语词汇
spit,"n. 唾液
vi. 吐痰；吐口水；发出劈啪声
vt. 吐，吐出；发出；发射",待补充,待补充,高考英语词汇
spite,"n. 不顾；恶意；怨恨
vt. 刁难；使恼怒",待补充,待补充,高考英语词汇
splendid,adj. 辉煌的；灿烂的；极好的；杰出的,待补充,待补充,高考英语词汇
split,"n. 劈开；裂缝
adj. 劈开的
vt. 分离；使分离；劈开；离开；分解
vi. 离开；被劈开；断绝关系",待补充,待补充,高考英语词汇
spoil,"n. 次品；奖品
vt. 溺爱；糟蹋；破坏；掠夺
vi. 掠夺；变坏；腐败",待补充,待补充,高考英语词汇
spoken,"v. 说（speak的过去分词）
adj. 口语的，口头的",待补充,待补充,高考英语词汇
sponsor,"n. 赞助者；主办者；保证人
vt. 赞助；发起",待补充,待补充,高考英语词汇
spoon,"n. 匙，勺子；一杓的量
vt. 用匙舀；使成匙状
vi. 轻轻向上击",待补充,待补充,高考英语词汇
sport,"n. 运动；游戏；娱乐；运动会；玩笑
adj. 运动的
vt. 游戏；参加体育运动；夸耀
vi. 游戏",待补充,待补充,高考英语词汇
sportsman,n. 运动员；运动家；冒险家,待补充,待补充,高考英语词汇
sportsmanship,n. 运动员精神，运动道德,待补充,待补充,高考英语词汇
spot,"n. 地点；斑点
adj. 现场的；现货买卖的
vt. 认出；弄脏；用灯光照射
vi. 沾上污渍；满是斑点
adv. 准确地；恰好",待补充,待补充,高考英语词汇
spread,"n. 传播；伸展
adj. 伸展的
vt. 传播，散布；展开；伸展；铺开
vi. 传播；伸展",待补充,待补充,高考英语词汇
spring,"n. 春天；弹簧；泉水；活力；跳跃
adj. 春天的
vt. 使跳起；使爆炸；突然提出；使弹开
vi. 生长；涌出；跃出；裂开",待补充,待补充,高考英语词汇
spy,"n. 间谍；密探
vt. 侦察；发现；暗中监视
vi. 侦察；当间谍",待补充,待补充,高考英语词汇
square,"n. 平方；广场；正方形
adj. 平方的；正方形的；直角的；正直的
vt. 使成方形；与…一致
vi. 一致；成方形
adv. 成直角地",待补充,待补充,高考英语词汇
squeeze,"n. 压榨；紧握；拥挤；佣金
vt. 挤；紧握；勒索
vi. 压榨",待补充,待补充,高考英语词汇
stable,"n. 马厩；牛棚
adj. 稳定的；牢固的；坚定的
vt. 赶入马房
vi. 被关在马厩",待补充,待补充,高考英语词汇
stadium,n. 体育场；露天大型运动场,待补充,待补充,高考英语词汇
staff,"n. 职员；参谋；棒；支撑
adj. 职员的；行政工作的
vt. 供给人员；给…配备职员
vi. 雇用工作人员",待补充,待补充,高考英语词汇
stage,"n. 阶段；舞台；戏剧；驿站
vt. 举行；上演；筹划
vi. 举行；适于上演；乘驿车旅行",待补充,待补充,高考英语词汇
stair,n. 楼梯，阶梯；梯级,待补充,待补充,高考英语词汇
stall,"n. 货摊；畜栏；托辞
vt. 拖延；使停转；使陷于泥中
vi. 停止，停转；拖延",待补充,待补充,高考英语词汇
stamp,"n. 邮票；印记；标志；跺脚
vt. 铭记；标出；盖章于…；贴邮票于…；用脚踩踏
vi. 跺脚；捣碎；毁掉",待补充,待补充,高考英语词汇
stand,"n. 站立；立场；看台；停止
vi. 站立；位于；停滞
vt. 使站立；忍受；抵抗",待补充,待补充,高考英语词汇
standard,"n. 标准；水准；旗；度量衡标准
adj. 标准的；合规格的；公认为优秀的",待补充,待补充,高考英语词汇
